acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.638,0.741,-0.2,2.082,-2.222,-1.627,brushing
0.638,0.741,-0.2,2.345,-1.54,-2.135,brushing
0.641,0.746,-0.206,2.345,-1.54,-2.135,brushing
0.641,0.746,-0.206,2.45,-1.68,-2.905,brushing
0.647,0.754,-0.209,2.45,-1.68,-2.905,brushing
0.647,0.754,-0.209,2.397,-3.202,-3.797,brushing
0.648,0.756,-0.206,2.397,-3.202,-3.797,brushing
0.648,0.747,-0.206,2.362,-5.355,-4.725,brushing
0.642,0.739,-0.203,2.362,-5.355,-4.725,brushing
0.642,0.739,-0.203,2.415,-6.107,-5.355,brushing
0.636,0.739,-0.198,2.415,-6.107,-5.355,brushing
0.636,0.739,-0.198,2.38,-6.177,-5.512,brushing
0.63,0.735,-0.197,2.38,-6.177,-5.512,brushing
0.63,0.735,-0.197,2.432,-6.195,-5.267,brushing
0.622,0.736,-0.197,2.432,-6.195,-5.267,brushing
0.622,0.736,-0.197,2.485,-5.477,-4.445,brushing
0.617,0.735,-0.195,2.485,-5.477,-4.445,brushing
0.617,0.735,-0.195,2.642,-5.11,-3.395,brushing
0.613,0.738,-0.195,2.642,-5.11,-3.395,brushing
0.613,0.738,-0.195,3.167,-4.252,-1.925,brushing
0.608,0.742,-0.19,3.167,-4.252,-1.925,brushing
0.608,0.742,-0.19,4.375,-3.552,-0.122,brushing
0.606,0.738,-0.185,4.375,-3.552,-0.122,brushing
0.606,0.738,-0.185,6.212,-2.712,1.575,brushing
0.604,0.737,-0.183,6.212,-2.712,1.575,brushing
0.606,0.732,-0.184,6.212,-2.712,1.575,brushing
0.606,0.732,-0.184,8.417,-1.505,2.922,brushing
0.609,0.719,-0.197,8.417,-1.505,2.922,brushing
0.609,0.719,-0.197,10.255,-1.627,3.167,brushing
0.613,0.715,-0.205,10.255,-1.627,3.167,brushing
0.613,0.715,-0.205,11.655,-0.28,2.695,brushing
0.618,0.726,-0.208,11.655,-0.28,2.695,brushing
0.618,0.726,-0.208,12.722,4.112,3.045,brushing
0.624,0.747,-0.208,12.722,4.112,3.045,brushing
0.624,0.747,-0.208,13.37,6.037,3.64,brushing
0.628,0.757,-0.196,13.37,6.037,3.64,brushing
0.628,0.757,-0.196,14.052,4.042,3.727,brushing
0.627,0.774,-0.184,14.052,4.042,3.727,brushing
0.627,0.774,-0.184,15.172,0.07,4.2,brushing
0.633,0.781,-0.195,15.172,0.07,4.2,brushing
0.633,0.781,-0.195,15.977,-4.532,5.005,brushing
0.634,0.757,-0.219,15.977,-4.532,5.005,brushing
0.634,0.757,-0.219,15.592,-7.735,4.585,brushing
0.632,0.724,-0.242,15.592,-7.735,4.585,brushing
0.637,0.699,-0.263,15.592,-7.735,4.585,brushing
0.637,0.699,-0.263,14.087,-7.192,3.202,brushing
0.648,0.7,-0.262,14.087,-7.192,3.202,brushing
0.648,0.7,-0.262,12.197,-1.4,1.907,brushing
0.652,0.719,-0.24,12.197,-1.4,1.907,brushing
0.652,0.719,-0.24,10.902,4.182,0.787,brushing
0.651,0.735,-0.226,10.902,4.182,0.787,brushing
0.651,0.735,-0.226,10.36,6.195,0.21,brushing
0.649,0.738,-0.226,10.36,6.195,0.21,brushing
0.649,0.738,-0.226,9.94,3.99,-0.612,brushing
0.646,0.724,-0.24,9.94,3.99,-0.612,brushing
0.646,0.724,-0.24,9.082,1.855,-1.47,brushing
0.645,0.708,-0.251,9.082,1.855,-1.47,brushing
0.645,0.708,-0.251,7.822,2.607,-2.38,brushing
0.642,0.699,-0.256,7.822,2.607,-2.38,brushing
0.642,0.699,-0.256,6.632,3.902,-3.692,brushing
