acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.357,0.302,0.857,1.925,-7.14,2.362,cleaning
-0.354,0.305,0.854,2.345,-6.79,2.117,cleaning
-0.351,0.311,0.859,2.345,-6.79,2.117,cleaning
-0.351,0.311,0.859,2.502,-6.527,1.802,cleaning
-0.354,0.321,0.868,2.502,-6.527,1.802,cleaning
-0.354,0.321,0.868,2.87,-6.037,1.732,cleaning
-0.351,0.321,0.852,2.87,-6.037,1.732,cleaning
-0.351,0.321,0.852,2.712,-6.107,1.645,cleaning
-0.356,0.309,0.849,2.712,-6.107,1.645,cleaning
-0.356,0.309,0.849,2.135,-7.262,1.347,cleaning
-0.363,0.298,0.852,2.135,-7.262,1.347,cleaning
-0.363,0.298,0.852,2.275,-7.35,0.927,cleaning
-0.361,0.293,0.848,2.275,-7.35,0.927,cleaning
-0.361,0.293,0.848,2.8,-6.685,0.472,cleaning
-0.358,0.296,0.856,2.8,-6.685,0.472,cleaning
-0.358,0.296,0.856,3.5,-6.317,-0.07,cleaning
-0.355,0.297,0.855,3.5,-6.317,-0.07,cleaning
-0.355,0.297,0.855,3.71,-5.162,-0.525,cleaning
-0.355,0.297,0.86,3.71,-5.162,-0.525,cleaning
-0.355,0.298,0.861,3.71,-5.162,-0.525,cleaning
-0.355,0.298,0.861,4.042,-3.692,-0.822,cleaning
-0.351,0.301,0.861,4.042,-3.692,-0.822,cleaning
-0.351,0.301,0.861,4.375,-2.537,-1.05,cleaning
-0.345,0.303,0.852,4.375,-2.537,-1.05,cleaning
-0.345,0.303,0.852,4.602,-1.522,-0.892,cleaning
-0.346,0.302,0.843,4.602,-1.522,-0.892,cleaning
-0.346,0.302,0.843,4.27,-1.312,-0.682,cleaning
-0.35,0.302,0.848,4.27,-1.312,-0.682,cleaning
-0.35,0.302,0.848,4.322,-1.312,-0.77,cleaning
-0.347,0.302,0.854,4.322,-1.312,-0.77,cleaning
-0.347,0.302,0.854,4.427,-1.137,-0.927,cleaning
-0.35,0.3,0.867,4.427,-1.137,-0.927,cleaning
-0.35,0.3,0.867,5.127,-0.665,-1.12,cleaning
-0.347,0.297,0.865,5.127,-0.665,-1.12,cleaning
-0.347,0.297,0.865,5.495,-0.595,-1.68,cleaning
-0.34,0.294,0.855,5.495,-0.595,-1.68,cleaning
-0.34,0.294,0.855,4.812,-1.155,-2.695,cleaning
-0.34,0.286,0.846,4.812,-1.155,-2.695,cleaning
-0.353,0.278,0.844,4.812,-1.155,-2.695,cleaning
-0.353,0.278,0.844,3.797,-1.575,-3.727,cleaning
-0.36,0.283,0.848,3.797,-1.575,-3.727,cleaning
-0.36,0.283,0.848,3.447,-0.91,-4.445,cleaning
-0.363,0.301,0.85,3.447,-0.91,-4.445,cleaning
-0.363,0.301,0.85,3.517,-0.472,-4.742,cleaning
-0.358,0.316,0.851,3.517,-0.472,-4.742,cleaning
-0.358,0.316,0.851,3.552,-0.717,-4.27,cleaning
-0.35,0.326,0.853,3.552,-0.717,-4.27,cleaning
-0.35,0.326,0.853,3.587,-1.155,-3.535,cleaning
-0.344,0.332,0.852,3.587,-1.155,-3.535,cleaning
-0.344,0.332,0.852,3.482,-1.557,-2.922,cleaning
-0.333,0.331,0.851,3.482,-1.557,-2.922,cleaning
-0.333,0.331,0.851,2.887,-1.33,-2.572,cleaning
-0.339,0.328,0.864,2.887,-1.33,-2.572,cleaning
-0.339,0.328,0.864,2.537,-0.245,-2.852,cleaning
-0.352,0.318,0.869,2.537,-0.245,-2.852,cleaning
-0.352,0.318,0.869,3.027,1.225,-4.025,cleaning
-0.35,0.325,0.851,3.027,1.225,-4.025,cleaning
-0.338,0.344,0.841,3.027,1.225,-4.025,cleaning
-0.338,0.344,0.841,3.185,2.1,-4.042,cleaning
-0.334,0.352,0.847,3.185,2.1,-4.042,cleaning
-0.334,0.352,0.847,2.292,-0.07,-3.115,cleaning
-0.332,0.347,0.854,2.292,-0.07,-3.115,cleaning
-0.332,0.347,0.854,0.98,-3.64,-2.03,cleaning
-0.341,0.322,0.859,0.98,-3.64,-2.03,cleaning
-0.341,0.322,0.859,-0.07,-6.352,-1.47,cleaning
-0.352,0.308,0.855,-0.07,-6.352,-1.47,cleaning
-0.352,0.308,0.855,-0.472,-6.895,-1.855,cleaning
-0.353,0.319,0.851,-0.472,-6.895,-1.855,cleaning
-0.353,0.319,0.851,-0.612,-7.035,-1.68,cleaning
-0.35,0.331,0.845,-0.612,-7.035,-1.68,cleaning
-0.35,0.331,0.845,-0.77,-8.207,-0.91,cleaning
-0.347,0.333,0.845,-0.77,-8.207,-0.91,cleaning
-0.347,0.333,0.845,-0.91,-9.625,0.052,cleaning
-0.352,0.322,0.848,-0.91,-9.625,0.052,cleaning
-0.352,0.306,0.85,-0.315,-9.66,0.332,cleaning
-0.354,0.303,0.844,-0.315,-9.66,0.332,cleaning
-0.354,0.303,0.844,0.787,-7.945,0.315,cleaning
-0.351,0.31,0.842,0.787,-7.945,0.315,cleaning
-0.351,0.31,0.842,1.417,-6.3,0.35,cleaning
-0.354,0.318,0.848,1.417,-6.3,0.35,cleaning
-0.354,0.318,0.848,1.557,-6.107,0.087,cleaning
-0.356,0.314,0.855,1.557,-6.107,0.087,cleaning
